year,cat_num,entries,cat_name,gold_beer,gold_brewery,gold_city,gold_state,silver_beer,silver_brewery,silver_city,silver_state,bronze_beer,bronze_brewery,bronze_city,bronze_state
2004,36.0,26.0,English-Style India Pale Ale,Squatters India Pale Ale,Utah Brewers,Salt Lake City,UT,Goose Island India Pale Ale,Goose Island Beer Co.,Chicago,IL,Newcomb's IPA,McCoy's Public House,Kansas City,MO
2004,54.0,15.0,Belgian- and French-Style Ale,Oro De Calabaza,Jolly Pumpkin Artisan Ales,Dexter,MI,Grand Cru,Minneapolis Town Hall Brewery,Minneapolis,MN,Bavay,McKenzie Brew House,Glen Mills,PA
2004,52.0,34.0,Belgian-Style White (or Wit)/Belgian-Style Wheat,Nit Wit,BJ's Restaurant & Brewery,Huntington Beach,CA,Katerina Wit,Main Street Brewery Lamppost Pizza,Corona,CA,Celis White,Michigan Brewing,Webberville,MI
2004,33.0,36.0,German-Style Kölsch/Köln-Style Kölsch,Guido's Kolnerbrau,Snake River Brewing,Jackson,WY,Biloxi Blonde,Coast Brewing,Biloxi,MS,Mammoth Gold,Mammoth Brewing,Mammoth Lakes,CA
2004,63.0,43.0,Imperial Stout,First Date Stout,Steelhead Brewery,Burlingame,CA,Imperial Stout,Silver City Brewery,Silverdale,WA,The Legend of the Liquid Brain,Bull & Bush Brewery,Denver,CO
2004,47.0,42.0,English-Style Brown Ale,Buster Nut Brown,SKA Brewing,Durango,CO,Nut Brown Ale,Island Brewing,Carpinteria,CA,Nut Brown Ale,Long Valley Pub,Long Valley,NJ
2004,64.0,23.0,Strong Scotch Ale,Scotch Ale,Sprecher Brewing,Glendale,WI,Founders Margarets Scotch Ale,Founders Restaurant & Brewing Company,Alexandria,VA,AleSmith Wee Heavy,AleSmith Brewing,San Diego,CA
2004,31.0,20.0,German-Style Strong Bock,Capital Autumnal Fire,Capital Brewery,Middleton,WI,Broken Keg Ice Bock,Port Brewing Pizza Port Carlsbad,Carlsbad,CA,Eisbock,New Glarus Brewing,New Glarus,WI
2004,6.0,49.0,Herb and Spice Beer,Somer Gras Citrus Ale,Wynkoop Brewing,Denver,CO,Heather Ale,Amherst Brewing,Amherst,MA,Santa's Lil' Helper,Newport Beach Brewing,Newport Beach,CA
2004,16.0,29.0,Bohemian-Style Pilsener,Gordon Biersch Czech Lager,Gordon Biersch Brewery,Chattanooga,TN,Pallavicini Pilsner,Pug Ryans Brewery,Dillon,CO,La Plata Pils,Carver Brewing,Durango,CO
2004,34.0,22.0,Classic English-Style Pale Ale,Starr Hill Pale Ale,Starr Hill Brewing,Charlottesville,VA,Millennium Ale,Coast Brewing,Biloxi,MS,Pitchfork Pale Ale,Jarre Creek Ranch Brewery,Castle Rock,CO
2004,45.0,20.0,Scottish-Style Ale,Smokin Scottish Ale,Calhoun's Restaurant,Harrisonburg,VA,Hope & King Scotch Ale,Minneapolis Town Hall Brewery,Minneapolis,MN,Charlie's Barley,Ham's Restaurant & Brewhouse,Greenville,NC
2004,46.0,26.0,Irish-Style Red Ale,Fountain City Amber,75th Street Brewery,Kansas City,MO,McIlhenney's Irish Red,Alpine Beer,Alpine,CA,Casco Bay Riptide Red Ale,Casco Bay Brewing Company,Portland,ME
2004,28.0,9.0,American-Style Dark Lager,Beau Rivage Bock,Coast Brewing,Biloxi,MS,Michelob Amber Bock,Anheuser-Busch,St. Louis,MO,Leinenkugel's Creamy Dark,Jacob Leinenkugel Brewing,Chippewa Falls,WI
2004,12.0,47.0,Wood- and Barrel-Aged Beer,New Glarus Brown Ale,New Glarus Brewing,New Glarus,WI,2002 Casked Barley Wine,Schooner's Grille & Brewery,Antioch,CA,Bourbon Russian,Iron Hill Brewery,Wilmington,DE
2004,56.0,38.0,Belgian-Style Abbey Ale,Abbey Belgian Style Ale,New Belgium Brewing,Fort Collins,CO,Bishop's Tipple Trippel,Main Street Brewery Lamppost Pizza,Corona,CA,Tripel,Iron Hill Brewery,Wilmington,DE
2004,22.0,14.0,American-Style Premium Lager,Coors Original,Coors Brewing,Golden,CO,Miller High Life,Miller Brewing,Milwaukee,WI,Pabst Blue Ribbon,Pabst Brewing,San Antonio,TX
2004,21.0,14.0,American-Style Lager,Old Milwaukee,Pabst Brewing,San Antonio,TX,Milwaukee's Best,Miller Brewing,Milwaukee,WI,Schlitz,Pabst Brewing,San Antonio,TX
2004,10.0,20.0,Specialty Honey Beer,Midas Touch,Dogfish Head Brewery,Milton,DE,Thunderstorm,Minneapolis Town Hall Brewery,Minneapolis,MN,Orange Blossom Pilsner,Unique Beers,Orlando,FL
2004,23.0,19.0,American-Style Specialty Lager,Samurai Malt Liquor,Rock Bottom,Long Beach,CA,Schlitz Malt Liquor,Pabst Brewing,San Antonio,TX,St. Ides Malt Liquor,Pabst Brewing,San Antonio,TX
2004,48.0,37.0,American-Style Brown Ale,Bitch Creek ESB,Grand Teton Brewing,Victor,ID,Bearcat Brown Ale,Big Horn Brewing,Tacoma,WA,Slow Down Brown,Il Vicino Brewing,Albuquerque,NM
2004,14.0,19.0,Smoke Beer,O'Fallon Smoked Porter,O'Fallon Brewery,O'Fallon,MO,Triumph Rauchbier,Triumph Brewing,Princeton,NJ,Alaskan Smoked Porter,Alaskan Brewing,Juneau,AK
2004,35.0,26.0,English-Style Summer Ale,Cascade Golden Ale,Deschutes Brewery,Bend,OR,Chasing Tail Ale,Utah Brewers,Salt Lake City,UT,Surfer's Summer Ale,Pelican Pub,Pacific City,OR
2004,27.0,21.0,European-Style Dark/Münchner Dunkel,Dunkles Bock,Boundary Bay Brewery,Bellingham,WA,Dark Munich Lager,Rock Bottom,Phoenix,AZ,Penn Dark,Pennsylvania Brewing,Pittsburgh,PA
2004,5.0,36.0,Fruit and Vegetable Beer,Raspberry Tart,New Glarus Brewing,New Glarus,WI,Chile Beer,Six Rivers Brewery,McKinleyville,CA,Leinenkugel's Berry Weiss,Jacob Leinenkugel Brewing,Chippewa Falls,WI
2004,15.0,37.0,German-Style Pilsener,Provo Girl Pilsner,Utah Brewers,Salt Lake City,UT,Ptarmigan Pilsner,Backcountry Brewery,Frisco,CO,Sierra Nevada Summerfest,Sierra Nevada Brewing,Chico,CA
2004,59.0,41.0,Brown Porter,Pete Brown Tribute Ale,Bear Republic Brewing,Healdsburg,CA,St. Charles Porter,Blackstone Brewing,Nashville,TN,Pyramid Porter,Pyramid Ales & Lagers,Seattle,WA
2004,43.0,29.0,Bitter,Drop Top Amber,Widmer Brothers Brewing,Portland,OR,Buckin' Bitter,Bottoms Up Brewing,Pinedale,WY,Sunnyside Pale Ale,Snipes Mountain Brewing,Sunnyside,WA
2004,7.0,18.0,Coffee Flavored Beer,Cup of Mud Java Porter,Blind Tiger Brewery,Topeka,KS,Cup of Joe,CJ's Brewery & Grill,La Jolla,CA,Double Espresso Stout,Barley Brothers Brewery,Lake Havasu City,AZ
2004,61.0,32.0,Foreign (Export)-Style Stout,Custer's Last Stout,Montana Brewing,Billings,MT,Tsunami Stout,Pelican Pub,Pacific City,OR,Obsidian Stout,Deschutes Brewery,Bend,OR
2004,62.0,49.0,British Stout,Snowplow Milk Stout,Widmer Brothers Brewing,Portland,OR,Oatmeal Stout X,Rock Bottom,Long Beach,CA,Barney Flats,Anderson Valley Brewing,Booneville,CA
2004,30.0,15.0,Bock,Butt Head Bock,Tommyknocker Brewery,Idaho Springs,CO,Hops 15th Anniversary Bock,Hops Grillhouse and Brewery,Madison,GA,Mai Bock,Sprecher Brewing,Glendale,WI
2004,37.0,74.0,American-Style Pale Ale,Duckdive Pale Ale,Bill's Tavern & Brewhouse,Cannon Beach,OR,New River Pale Ale,New River Brewing,Atlanta,GA,Dillon DAM Extra Pale Ale,Dillon DAM Brewery,Dillon,CO
2004,44.0,41.0,Extra Special Bitter or Strong Bitter,The Wise ESB,Elysian Brewery,Seattle,WA,Alaskan ESB,Alaskan Brewing,Juneau,AK,Bachelor ESB,Deschutes Brewery,Bend,OR
2004,1.0,5.0,Non-Alcoholic (Beer) Malt Beverage,Old Milwaukee NA,Pabst Brewing,San Antonio,TX,Coors NA,Coors Brewing,Golden,CO,Odoul's Amber,Anheuser-Busch,St. Louis,MO
2004,41.0,67.0,American-Style Amber/Red Ale,Hoptown Paint the Town Red,Hoptown Brewing,Pleasanton,CA,Red Nectar,Firestone Walker,Paso Robles,CA,Arch Amber,Angelic Brewing,Madison,WI
2004,19.0,33.0,American-Style Light Lager,Rainier Light,Pabst Brewing,San Antonio,TX,Old Milwaukee Light,Pabst Brewing,San Antonio,TX,Michelob Light,Anheuser-Busch,St. Louis,MO
2004,25.0,52.0,German-Style Märzen / Oktoberfest,Oktoberfest,Sprecher Brewing,Glendale,WI,Octfest,Old Dominion Brewing,Ashburn,VA,Oktoberfest,Stoudt's Brewing,Adamstown,PA
2004,4.0,25.0,American-Style Hefeweizen,Hefeweizen,Pyramid Ales & Lagers,Seattle,WA,American Wheat,Upstream Brewing,Omaha,NE,Mueller Unfiltered Wheat,Springfield Brewing,Springfield,MO
2004,49.0,26.0,German-Style Brown Ale/Düsseldorf-Style Altbier,Alt,Widmer Brothers Brewing,Portland,OR,Four Alarm Alt,Pumphouse Brewery,Longmont,CO,Otis Alt,Elk Grove Brewery,Elk Grove,CA
2004,13.0,8.0,Beer With Yeast,Triumph Kellerbier,Triumph Brewing,New Hope,PA,Moonmen,SandLot Brewery at Coors Field,Denver,CO,The Detroit Dwarf,Detroit Beer Co.,Detroit,MI
2004,17.0,25.0,Munich-Style Helles,B.S. Helles,SandLot Brewery at Coors Field,Denver,CO,Helles,The Cowboy Restaurant & Brewery,Scottsdale,AZ,Augsburger Golden,Stevens Point Brewery,Stevens Point,WI
2004,24.0,25.0,Vienna-Style Lager,Genesee Red Lager,High Falls Brewing,Rochester,NY,Schild brau Amber,Millstream Brewing,Amana,IA,Vienna Lager,Squatters,Salt Lake City,UT
2005,39.0,69.0,American-Style Strong Pale Ale,Dysfunctionale,Piece Brewery,Chicago,IL,Racer,Bear Republic Brewing,Healdsburg,CA,Hoptical Illusion,Blue Point Brewing Co.,Patchogue,NY
2005,56.0,24.0,Belgian-Style Sour Ale,Kriek De Hill,Iron Hill Brewery,Wilmington,DE,Supplication,Russian River Brewing,Santa Rosa,CA,Gueuze-Lambic,Upstream Brewing,Omaha,NE
2005,14.0,23.0,Smoke Beer,Alaskan Smoked Porter,Alaskan Brewing,Juneau,AK,Second Hand Smoke,SandLot Brewery at Coors Field,Denver,CO,Rauchator Dopplebock,The Fort Collins Brewery,Fort Collins,CO
2005,31.0,27.0,Bock,Mad Brewer Maibock,Church Brew Works,Pittsburgh,PA,Goat Rancher,SandLot Brewery at Coors Field,Denver,CO,J.W. Dundee's Pale Bock,High Falls Brewing,Rochester,NY
2005,68.0,24.0,Other Strong Ale or Lager,Wheat Wine,Smuttynose Brewing,Portsmouth,NH,Double Bastard Ale,Stone Brewing,San Marcos,CA,El Robusto Porter,Papago Brewing Co.,Scottsdale,AZ
2005,49.0,37.0,American-Style Brown Ale,Bitch Creek ESB,Grand Teton Brewing,Victor,ID,Doryman's Dark Ale,Pelican Pub,Pacific City,OR,Ellie's Brown Ale,Avery Brewing,Boulder,CO
2005,30.0,21.0,German-Style Schwarzbier,E.J. Phair Schwarzbier,E.J. Phair Brewing Co.,Concord,CA,Kings Peak,Uinta Brewing,Salt Lake City,UT,Schwarzbier,Hereford & Hops Brewpub,Wausau,WI
2005,47.0,27.0,Irish-Style Red Ale,Irish Red,Diamond Bear Brewing Co.,Little Rock,AR,Amber Ale,Starr Hill Brewing,Crozet,VA,Cleary Red,Hereford & Hops Brewpub,Wausau,WI
2005,43.0,25.0,Imperial or Double Red Ale,Shark Attack,Pizza Port,Solana Beach,CA,Tongue Buckler,Ballast Point Brewing,San Diego,CA,Imperial Red,Eugene City Brewery,Eugene,OR
2005,35.0,24.0,English-Style Summer Ale,Colorado Trail English Ale,Backcountry Brewery,Frisco,CO,Sandbagger Gold,Montana Brewing,Billings,MT,Green Flash Extra Pale Ale,Green Flash Brewing Co.,Vista,CA
2005,34.0,39.0,German-Style Kölsch / Köln-Style Kölsch,Bottom's Up Kölsch,Rock Bottom,Campbell,CA,Claire de Lune,Moon River Brewing Co.,Savannah,GA,Kentucky Light,Alltech's Lexington Brewing Co.,Lexington,KY
2005,12.0,75.0,Wood- and Barrel-aged Beer,Cherry Stout,New Glarus Brewing,New Glarus,WI,A Butt of Gibraltar,Rock Bottom,Englewood,CO,Hout,Ballast Point Brewing,San Diego,CA
2005,69.0,47.0,Barley Wine-Style Ale,Sierra Nevada Bigfoot Barley-Wine Style Ale,Sierra Nevada Brewing,Chico,CA,Hot Pot,Glenwood Canyon Brewing,Glenwood Springs,CO,Old Ruffian Barley Wine,Great Divide Brewing,Denver,CO
2005,42.0,60.0,American-Style Amber / Red Ale,Amber Waves Ale,Capitol City Brewing,Arlington,VA,Sunset Amber Ale,Oggi's Pizza and Brewing,San Clemente,CA,Hoppus Maximus,Thirsty Dog Brewing,Independence,OH
2005,18.0,24.0,European-Style Pilsener,Pine Mountain Pils,Deschutes Brewery,Bend,OR,Most Beer Judges Are Bone Heads,SandLot Brewery at Coors Field,Denver,CO,Pilsner 500,Prescott Brewing,Prescott,AZ
2005,67.0,30.0,Old Ale or Strong Ale,Nemesis,Big Time Brewery,Seattle,WA,Triple Exultation,Eel River Brewing,Fortuna,CA,Shorty's Revenge,E.J. Phair Brewing Co.,Concord,CA
2005,53.0,42.0,Belgian-Style White (or Wit) / Belgian-Style Wheat,White Beer,Allagash Brewing Co.,Portland,ME,Alabaster Wit,Oaken Barrel Brewing Co.,Greenwood,IN,Nit Wit,BJ's Restaurant & Brewery,AZ/Boulder,CO
2005,29.0,9.0,American-Style Dark Lager,Leinenkugel's Creamy Dark,Jacob Leinenkugel Brewing,Chippewa Falls,WI,Shiner Bock,The Spoetzl Brewery,San Antonio,TX,Darth's Dark Lager,Redwood Brewing,Flint,MI
2005,45.0,55.0,Extra Special Bitter or Strong Bitter,Boscos XXX Pale Ale,Boscos Brewing,Memphis/Nashville,TN,Alaskan ESB,Alaskan Brewing,Juneau,AK,Tinderstick ESB,Big Time Brewery,Seattle,WA
2005,61.0,15.0,Classic Irish-Style Dry Stout,Dark Starr Stout,Starr Hill Brewing,Crozet,VA,Seaside Stout,Pizza Port,Solana Beach,CA,Sacrilicious Stout,Rochester Mills Beer Co.,Rochester,MI
2005,65.0,42.0,Imperial Stout,Siberian Night,Thirsty Dog Brewing,Independence,OH,Yeti Imperial Stout,Great Divide Brewing,Denver,CO,Got Rocks Russian,Big Rock Chop House,Birmingham,MI
2005,48.0,52.0,English-Style Brown Ale,Nut Brown Ale,Long Valley Pub,Long Valley,NJ,Alice B. Brownie,Big Horn Brewing,Westminster,CO,Dawn Patrol Dark,Pizza Port,Carlsbad,CA
2005,2.0,17.0,American Cream Ale or Lager,TAPS Cream Ale,TAPS Fish House & Brewery,Brea,CA,Genesee Cream Ale,High Falls Brewing,Rochester,NY,Special Export,Pabst Brewing,San Antonio,TX
2005,38.0,74.0,American-Style Pale Ale,Pale Nectar,Firestone Walker,Paso Robles,CA,Oak Creek Pale Ale,Oak Creek Brewing Co.,Sedona,AZ,Ironbound Ale,Iron Hill Brewery,Wilmington,DE
2005,40.0,102.0,American-Style India Pale Ale,Castle Rock IPA,Santa Barbara Brewing,Santa Barbara,CA,Torrey Pines IPA,Oggi's Pizza and Brewing,San Clemente,CA,I.P.A.,AleSmith Brewing,San Diego,CA
2005,41.0,59.0,Imperial or Double India Pale Ale,Pliny the Elder,Russian River Brewing,Santa Rosa,CA,Hop 15,Pizza Port,Solana Beach,CA,Eldridge Grade White Knuckle Double IPA,Marin Brewing,Larkspur,CA
2005,1.0,5.0,Non-Alcoholic (Beer) Malt Beverage,O'Doul's Amber,Anheuser-Busch,St. Louis,MO,Sharp's,Miller Brewing,Milwaukee,WI,O'Doul's,Anheuser-Busch,St. Louis,MO
2005,7.0,26.0,Coffee Flavored Beer,Kona Moon,Six Rivers Brewery,McKinleyville,CA,Double Espresso Stout,Barley Brothers Brewery,Lake Havasu City,AZ,Arctic Rhino Coffee Porter,Midnight Sun Brewing Co.,Anchorage,AK
2005,64.0,56.0,British Stout,Lasto's Oatmeal Stout,BJ's Restaurant & Brewery,Jantzen Beach/Lloyd Center/Clear Lake,OR/OR/TX,Oatmeal Stout,Gella's Diner & Liquid Bread Brewing Co.,Hays,KS,Black Pearl Stout,Main Street Brewery,Corona,CA
2005,46.0,25.0,Scottish-Style Ale,Royal Oak Red,The Royal Oak Brewery,Royal Oak,MI,MacPelican's Scottish Style Ale,Pelican Pub,Pacific City,OR,Laughing Lab Scottish Ale,Bristol Brewing,Colorado Springs,CO
2005,22.0,15.0,American-Style Lager,Stag,Pabst Brewing,San Antonio,TX,Rainier,Pabst Brewing,San Antonio,TX,Milwaukee's Best,Miller Brewing,Milwaukee,WI
2005,23.0,19.0,American-Style Premium Lager,Pabst Blue Ribbon,Pabst Brewing,San Antonio,TX,Olympia,Pabst Brewing,San Antonio,TX,Miller High Life,Miller Brewing,Milwaukee,WI
2005,24.0,20.0,American-Style Specialty Lager,Barmen Pilsner,SandLot Brewery at Coors Field,Denver,CO,Melvis Easly's Special Lager,SandLot Brewery at Coors Field,Denver,CO,Ice House,Miller Brewing,Milwaukee,WI
2005,25.0,27.0,Vienna-Style Lager,Rocktoberfest 2,Rock Bottom,Long Beach,CA,Genesee Red Lager,High Falls Brewing,Rochester,NY,Schild Brau Amber,Millstream Brewing,Amana,IA
2005,37.0,32.0,English-Style India Pale Ale,Sierra Nevada IPA,Sierra Nevada Brewing,Chico,CA,Squatters IPA,Utah Brewers,Salt Lake City,UT,1800,Minneapolis Town Hall Brewery,Minneapolis,MN
2005,54.0,24.0,French- and Belgian-Style Saison,Saison de Brooklyn,The Brooklyn Brewery,Brooklyn,NY,Southampton Saison,Southampton Publick House,Southampton,NY,Stillwater Rye,Montana Brewing,Billings,MT
2005,60.0,27.0,Brown Porter,Our Porter,Long Valley Pub,Long Valley,NJ,Old Grind Porter,Etna Brewing Co.,Etna,CA,Prince William Porter,Moose's Tooth,Anchorage,AK
2005,63.0,17.0,American-Style Stout,Shakespeare Stout,Rogue Ales,Newport,OR,Black Magic Stout,Oggi's Pizza and Brewing,San Clemente,CA,Pipeline Stout,Moose's Tooth,Anchorage,AK
2005,57.0,46.0,Belgian-Style Abbey Ale,Abbot 12,Southampton Publick House,Southampton,NY,Tripel de Ripple,Brugge Brasserie,Indianapolis,IN,Abbey Belgian Style Ale,New Belgium Brewing,Fort Collins,CO
2005,58.0,47.0,Belgian-Style Strong Specialty Ale,Belgian Strong,Iron Hill Brewery,Wilmington,DE,Belgian Abbey Ale,Maui Brewing,Lahaina,HI,Grand Cru,Allagash Brewing Co.,Portland,ME
2005,17.0,30.0,Munich-Style Helles,Hauptstrasse Helles,Fredericksburg Brewing,Fredericksburg,TX,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX,Sudwerk Lager,Sudwerk Privatbrauerei Hübsch,Davis,CA
2005,52.0,27.0,German-Style Wheat Ale,Boscos Hefeweizen,Boscos Brewing,Memphis/Nashville,TN,Weizenbock,Chicago Brewing,Las Vegas,NV,Ich Bin Ein Berliner Weisse,Nodding Head Brewing,Philadelphia,PA
2005,36.0,24.0,Classic English-Style Pale Ale,Michelob Pale Ale,Anheuser-Busch,St. Louis,MO,5 Barrel Pale Ale,Odell Brewing,Fort Collins,CO,Samuel Adams Pale Ale,Boston Beer Co.,Boston,MA
2005,11.0,37.0,Experimental Beer,Mexacali Smoke,Rocky River Brewing,Rocky River,OH,ESG Extra Special Gonzo,Flying Dog Brewery,Denver,CO,Samuel Adams Millennium,Boston Beer Co.,Boston,MA
2005,4.0,31.0,American-Style Hefeweizen,Easy Street Wheat,Odell Brewing,Fort Collins,CO,Faller Wheat Ale,Rock Bottom,Seattle,WA,O'Fallon Wheat,O'Fallon Brewery,O'Fallon,MO
2005,55.0,19.0,Belgian- and French-Style Ale,Matilda,Goose Island Beer Co.,Chicago,IL,Biere de Garde,Capitol City Brewing,Arlington,VA,Oro de Calabaza,Jolly Pumpkin Artisan Ales,Dexter,MI
2005,66.0,34.0,Strong Scotch Ale,High Road Scotch Ale,Walking Man Brewing,Stevenson,WA,Wee Heavy,AleSmith Brewing,San Diego,CA,Caber Tossed Wee Heavy,Oggi's Pizza and Brewing,San Clemente,CA
2005,13.0,24.0,Cellar or Unfiltered Beer,Copper Hill Kölsch,The Cambridge House,Granby,CT,Honolua Lager,Maui Brewing,Lahaina,HI,Tuppers' Hop Pocket Pils,Old Dominion Brewing,Ashburn,VA
2005,9.0,23.0,Rye Beer,Rocky Mountain Rye,Smuggler's Brewpub,Telluride,CO,Crazy Jackass Ale,Great American Restaurants,Centreville,VA,Catch Her In the Rye,Olde Auburn Ale House,Auburn,AL
2005,62.0,23.0,Foreign (Export)-Style Stout,Black Bear XX Stout,Alameda Brewhouse,Portland,OR,Organic Chocolate Stout,Bison Brewing Co.,Berkeley,CA,Black Hole XXX Stout,Chelsea Brewing,New York,NY
2005,50.0,26.0,German-Style Brown Ale / Düsseldorf-Style Altbier,Devon Altbier,John Harvard's Brew House,Springfield,PA,Green Flash Ruby Red Ale,Green Flash Brewing Co.,Vista,CA,Dusseldorf Altbier,Gilded Otter Brewing Co.,New Paltz,NY
2005,16.0,43.0,Bohemian-Style Pilsener,Pallavicini Pilsner,Pug Ryan's Brewery,Dillon,CO,Triumph Czech Pilsener,Triumph Brewing,Princeton,NJ,Vermont Lager,Otter Creek Brewing,Middlebury,VT
2005,33.0,46.0,Golden or Blonde Ale,Kiwanda Cream Ale,Pelican Pub,Pacific City,OR,Boscos Famous Flaming Stone Beer,Boscos Brewing,Little Rock,AR,All Nighter,Chicago Brewing,Las Vegas,NV
2005,32.0,25.0,German-Style Strong Bock,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA,Sled Dog Doppel Bock,Wagner Valley Brewing Co.,Lodi,NY,Detonator Doppelbock,Big Horn Brewing,Indianapolis,IN
2005,15.0,35.0,German-Style Pilsener,Pinch Hit Pilsner,SandLot Brewery at Coors Field,Denver,CO,Trumer Pils,Trumer Brauerei Berkeley,Berkeley,CA,Triumph German Pilsener,Triumph Brewing,New Hope,PA
2005,3.0,21.0,American-Style Wheat Beer,Triumph Honey Wheat,Triumph Brewing,New Hope,PA,Pyramid Crystal Weizen,Pyramid Breweries,Seattle,WA,Shiner Dunkelweizen,The Spoetzl Brewery,San Antonio,TX
2005,51.0,54.0,South German-Style Hefeweizen,Top Heavy,Piece Brewery,Chicago,IL,Weathervane Weissbier,Jarre Creek Ranch Brewery,Castle Rock,CO,Wild Pitch Hefeweizen,SandLot Brewery at Coors Field,Denver,CO
2005,10.0,22.0,Specialty Honey Beer,George's Fault,Nodding Head Brewing,Philadelphia,PA,Midas Touch Golden Elixir,Dogfish Head Brewery,Milton,DE,Ella's Epidur-Ale,Flossmoor Station,Flossmoor,IL
2005,6.0,57.0,Herb and Spice Beer,Temptation Bock,Miller Brewing,Milwaukee,WI,Jack Whacker Wheat,Tommyknocker Brewery,Idaho Springs,CO,Avatar Jasmine IPA,Elysian Brewery,Seattle,WA
2005,5.0,51.0,Fruit and Vegetable Beer,Belgian Red,New Glarus Brewing,New Glarus,WI,9th Street Market Tuscan Orange,Anheuser-Busch,St. Louis,MO,De Zuidentrein Frambozenbier,Flossmoor Station,Flossmoor,IL
2005,21.0,7.0,"American-Style ""Light"" Amber Lager",Sam Adams Light,Boston Beer Co.,Boston,MA,MoJo Lager,Starr Hill Brewing,Crozet,VA,Shiner Light,The Spoetzl Brewery,San Antonio,TX
2005,27.0,44.0,American-Style Amber Lager,Old Scratch Amber Lager,Flying Dog Brewery,Denver,CO,Steam Engine Lager,Steamworks Brewing,Durango,CO,California Lager,Schooner's Grille & Brewery,Antioch,CA
2005,8.0,20.0,Specialty Beer,Wild Rice Ale,Black Diamond Brewing Co.,Concord,CA,Neptune's Nemesis,Rocky River Brewing,Rocky River,OH,Pullman Brown Ale,Flossmoor Station,Flossmoor,IL
2005,20.0,4.0,American-Style Low-Carbohydrate Light Lager,Pig's Eye Lean Light Beer,Pig's Eye Brewing Co.,St. Paul,MN,,,,,Mountain Light,Smoky Mountain Brewery,Knoxville,TN
2005,19.0,25.0,American-Style Light Lager,Old Milwaukee Light,Pabst Brewing,San Antonio,TX,Coors Light,Coors Brewing,Golden,CO,Keystone Light,Coors Brewing,Golden,CO
2005,59.0,54.0,Robust Porter,Black Sand Porter,Kona Brewing,Kailua-Kona,HI,Porter,Snipes Mountain Brewing,Sunnyside,WA,3 Threads Porter,Far West Brewing Co.,Redmond,WA
2005,44.0,30.0,Bitter,Alaskan Boogie Bitter,Alaskan Brewing,Juneau,AK,Firehouse ESB,Upstream Brewing,Omaha,NE,Saint Arnold Amber Ale,Saint Arnold Brewing,Houston,TX
2005,26.0,50.0,German-Style Märzen / Oktoberfest,Michelob Marzen,Anheuser-Busch,St. Louis,MO,Sudwerk Marzen,Sudwerk Privatbrauerei Hübsch,Davis,CA,Dogtoberfest Octoberfest,Flying Dog Brewery,Denver,CO
2005,28.0,20.0,European-Style Dark / Münchner Dunkel,Munich Dark,Capital Brewery,Middleton,WI,Triumph Dunkel,Triumph Brewing,New Hope,PA,Black Mountain,Barley's Casino,Henderson,NV
2006,33.0,43.0,German-Style Kölsch / Köln-Style Kölsch,Chaser Pale,Blackstone Brewing,Nashville,TN,Clear Water Kolsch,RAM Restaurant,Boise,ID,Saint Arnold Fancy Lawnmower Beer,Saint Arnold Brewing,Houston,TX
2006,11.0,29.0,Wood- and Barrel-aged Beer,Cherry Stout,New Glarus Brewing,New Glarus,WI,Barrel 001,Santa Barbara Brewing,Santa Barbara,CA,Bourbon Ivan,Iron Hill Brewery,West Chester,PA
2006,44.0,45.0,Extra Special Bitter or Strong Bitter,Firestone Walker IPA,Firestone Walker,Paso Robles,CA,Autumn Ale,Short’s Brewing Co.,Bellaire,MI,Stone Pale Ale,Stone Brewing,Escondido,CA
2006,24.0,45.0,German-Style Märzen / Oktoberfest,Samuel Adams Octoberfest,The Boston Beer Co.,Boston,MA,Michelob Marzen,Anheuser-Busch,St. Louis,MO,Dominion Octoberfest,Old Dominion Brewing,Ashburn,VA
2006,62.0,20.0,American-Style Stout,Sticky Stout,Pizza Port,Carlsbad,CA,Oggi’s Black Majic Stout,Oggi’s Pizza & Brewing Co.,San Clemente,CA,Terminal Oatmeal Stout,Rock Bottom,Chicago,IL
2006,15.0,20.0,Smoke Beer,Smoke Creek Rauchbier,Great Basin Brewing,Sparks,NV,Smokestack Porter,Rocky River Brewing,Rocky River,OH,Stewart’s Smoked Porter,Stewart’s Brewing Co.,Bear,DE
2006,25.0,35.0,American-Style Amber Lager,Steam Engine Lager,Steamworks Brewing,Durango/Bayfield,CO,Toasted Lager,Blue Point Brewing Co.,Patchogue,NY,Oktoberfist,Bluegrass Brewing Co.,Louisville,KY
2006,26.0,21.0,European-Style Dark / Münchner Dunkel,,,,,Storm King,Glenwood Canyon Brewing,Glenwood Springs,CO,Dunkel Rico,Stewart’s Brewing Co.,Bear,DE
2006,13.0,28.0,Aged Beer,Triple Exultation 2004,Eel River Brewing,Fortuna,CA,Hibernation Ale 2005,Great Divide Brewing,Denver,CO,World Wide Stout 2003,Dogfish Head Brewery,Milton,DE
2006,55.0,24.0,Belgian-Style Sour Ale,La Folie,New Belgium Brewing,Fort Collins,CO,Beatification,Russian River Brewing,Santa Rosa,CA,Festina Lente,Dogfish Head Brewery,Milton,DE
2006,8.0,22.0,Rye Beer,Worryin’ Ale,Piece Brewery,Chicago,IL,Sun Rye,Redhook Ale Brewery,Portsmouth,NH,Surfer in the Rye,Huntington Beach Beer Co.,Huntington Beach,CA
