location,lat,long
"Big Horn Brewing, Indianapolis",623,624
"New South Brewing, Myrtle Beach",624,625
"El Toro Brewing Co., Morgan Hill",625,626
"RedRock Brewing Co., Salt Lake City",626,627
"Allagash Brewing Co., Portland",627,628
"South Park Brewing - CA, San Diego",628,629
"Logsdon Organic Farm Brewery, Hood River",629,630
"La Cumbre Brewing Co., Albuquerque",630,631
"New Bohemia Brewing Co., Santa Cruz",631,632
"Humperdinks Big Horn Brewing, Dallas",632,633
"Rocky River Brewing, Rocky River",633,634
"URBN St. Brewing Co., El Cajon",634,635
"Shine Brewing Co., Boulder",635,636
"Stone Brewing, San Marcos",636,637
"MacTarnahan's Brewing, Portland",637,638
"Shorts Brewing Co., Bellaire",638,639
"Moab Brewery, Moab",639,640
"La Conner Brewing Company, La Conner",640,641
"Schaefer Brewing, Fogelsville",641,642
"Hoptown Brewing, Pleasanton",642,643
"Thirsty Dog Brewing, Akron/Canton",643,644
"The Sandlot, Denver",644,645
"Lander Brewing Co., Lander",645,646
"Broadway Brewing, Denver",646,647
"The Bruery, Anaheim",647,648
"Humperdinks Big Horn Brewing, Lakewood",648,649
"Barren Hill Tavern and Brewery, Lafayette Hill",649,650
"Utah Brewers, Salt Lake City",650,651
"TAPS Fish House & Brewery, Brea",651,652
"The Commons Brewery, Portland",652,653
"BRU Handbuilt Ales & Eats, Boulder",653,654
"Track 7 Brewing Co. - Natomas, Sacramento",654,655
"Minneapolis Town Hall Brewery, Minneapolis",655,656
"Stillmank Brewing Co., Green Bay",656,657
"Copper Kettle Brewing Co., Denver",657,658
"Rock Bottom, Bellevue",658,659
"Dock Street Brewery, Philadelphia",659,660
"Midnight Sun Brewing Co., Anchorage",660,661
"Sierra Blanca Brewing Co., Moriarty",661,662
"Willoughby Brewing, Willoughby",662,663
"Portsmouth Brewery, Portsmouth",663,664
"Amicas, Salida",664,665
"Trout Creek Brewing Company, Boulder",665,666
"Mother Earth Brewing, Kinston",666,667
"pFriem Family Brewers, Hood River",667,668
"Pizza Port, Solana Beach",668,669
"Beaver Street Brewery, Flagstaff",669,670
"Grapevine Craft Brewery, Grapevine",670,671
"The Alchemist, Waterbury",671,672
"City Star Brewing, Berthoud",672,673
"Maui Brewing, Lahaina",673,674
"Crooked River Brewing, Cleveland",674,675
"Lexington Avenue Brewery, Asheville",675,676
"NoDa Brewing Co., Charlotte",676,677
"Steamworks Brewing, Durango/Bayfield",677,678
"Steelhead Brewery, Irvine",678,679
"Great Basin Brewing, Reno",679,680
"Buoy Beer Co., Astoria",680,681
"Upstream Brewing, Omaha",681,682
"Anderson Valley Brewing, Boonville",682,683
"Boxing Bear Brewing Co., Albuquerque",683,684
"Sleeping Giant Brewing Company, Billings",684,685
"Sun King Brewery, Indianapolis",685,686
"Cascade Lakes Brewing Co., Redmond",686,687
"Brewery Ommegang, Cooperstown",687,688
"Wolf Pack Brewing, West Yellowstone",688,689
"Brewzzi West Palm, West Palm Beach",689,690
"Michelob Brewing Co., Saint Louis",690,691
"Stoudt Brewery, Adamstown",691,692
"Sockeye Brewing, Boise",692,693
"Yak & Yeti Restaurant & Brewpub, Arvada",693,694
"CB & Pott’s Restaurant & Brewery (Highlands Ranch), Highlands Ranch",694,695
"Highland Brewing Co., Asheville",695,696
"Fair Winds Brewing Co., Lorton",696,697
"Saucony Creek Brewing Co., Kutztown",697,698
"Bridge Port Brewing Company, Portland",698,699
"Dostal Alley BrewPub, Central City",699,700
"Pelican Brewing Co., Tillamook",700,701
"Newburgh Brewing Co., Newburgh",701,702
"Breakside Brewery, Milwaukie",702,703
"Mission Brewery, San Diego",703,704
"Red Rock Brewing, Salt Lake City",704,705
"Fat Head’s Brewery & Saloon, North Olmsted",705,706
"Walnut Brewery, Boulder",706,707
"Empire Brewery of Rochester, Rochester",707,708
"The Beer Co., Detroit",708,709
"Community Beer Co., Dallas",709,710
"C.B. & Potts, Englewood",710,711
"Otto Brothers Brewing Co., Victor",711,712
"Black Star Co-op, Austin",712,713
"Rock Bottom, Milwaukee",713,714
"Hoppers Grill & Brewery, Midvale",714,715
"Rogue Brewery, Newport",715,716
"Old Dominion Brewing, Ashburn",716,717
"Gordon Biersch Brewery, Broomfield",717,718
"Mad Fox Brewing Co., Falls Church",718,719
"Roadhouse Brewing Co., Jackson",719,720
"Perennial Artisan Ales, St. Louis",720,721
"JAFB Wooster Brewery, Wooster",721,722
"The Church Brew Works, Pittsburgh",722,723
"The Olde Mecklenburg Brewery, Charlotte",723,724
"Watson Brothers Brewhouse, Cincinnati",724,725
"Mickey's Brewing, Milwaukee",725,726
"Huntington Beach Beer Co., Huntington Beach",726,727
"Yazoo Brewing, Nashville",727,728
"Rhinegeist Brewing, Cincinnati",728,729
"Gun Hill Brewing Co., Bronx",729,730
"Hereford & Hops Brewpub, Wausau",730,731
"Buckbean Brewing Co., Reno",731,732
"New Glarus Brewing, New Glarus",732,733
"Great Northern Brewing, Whitefish",733,734
"Great American Restaurants, Centreville",734,735
"Logsdon Farmhouse Ales, Hood River",735,736
"Bear Republic Brewing, Healdsburg",736,737
"Waterloo Brewing Company, Austin",737,738
"Mill Creek Brewpub, Walla Walla",738,739
"Heartland Brewery, New York",739,740
"Brewzzi, West Palm Beach",740,741
"Smuttynose Brewing, Portsmouth",741,742
"Platform Beer Co., Cleveland",742,743
"TAPS Fish House & Brewery, BreaBrea",743,744
"Port Brewing Pizza Port Carlsbad, Carlsbad",744,745
"SKA Brewing, Durango",745,746
"Snake River Brewing, Jackson",746,747
"North by Northwest, Austin",747,748
"Springfield Brewing, Springfield",748,749
"Big Horn Brewing, Denver",749,750
"Detroit Beer Co., Detroit",750,751
"Blitz-Weinhard Brewing, Hood River",751,752
"Pale Fire Brewing Co., Harrisonburg",752,753
"Redwood Brewing, Flint",753,754
"Our Mutual Friend Malt & Brew, Denver",754,755
"Spanish Peaks Brewing, Stamford",755,756
"Port Brewing Co. Pizza Port Carlsbad, Carlsbad",756,757
"Montgomery Brewing Co., Montgomery",757,758
"Mad River Brewing Co., Blue Lake",758,759
"Great Adirondack Brewing Co., Lake Placid",759,760
"Propolis Brewing, Port Townsend",760,761
"Pedernales Brewing Co., Fredericksburg",761,762
"Sports City Café & Brewery, La Jolla",762,763
"Stone Brewing, Escondido",763,764
"Coda Brewing Co., Aurora",764,765
"St. Florian’s Brewery, Windsor",765,766
"Breakwater Brewing Co., Oceanside",766,767
"Back Street Brewery, Vista",767,768
"Natty Greene’s Brewing Co., Greensboro",768,769
"Walking Man Brewing, Stevenson",769,770
"Nebraska Brewing Co., La Vista",770,771
"DESTIHL - Champaign, Champaign",771,772
"Tahoe Mountain Brewing, Truckee",772,773
"Sierra Nevada Brewing, Chico",773,774
"Wander Brewing, Bellingham",774,775
"21st Amendment, San Leandro",775,776
"Gordon Biersch Brewery, Chattanooga",776,777
"Lickinghole Creek Craft Brewery, Goochland",777,778
"Sullivan’s Black Forest Brew Haus & Grill, Frankenmuth",778,779
"Wagner Valley Brewing Co., Lodi",779,780
"Boundary Bay Brewery, Bellingham",780,781
"Flying Fish Brewing Co., Cherry Hill",781,782
"Weyerbacher Brewing Co., Easton",782,783
"Flix Brewhouse - Indy, Carmel",783,784
"Rock Bottom, Long Beach",784,785
"Minocqua Brewing Company, Minocqua",785,786
"The Boston Beer Co., Boston",786,787
"Rahr & Sons Brewing, Fort Worth",787,788
"Baltimore Brewing, Baltimore",788,789
"Karl Strauss Brewing, La Jolla",789,790
"Adelbert’s Brewery, Austin",790,791
"Charleville Vineyard & Microbrewery, Ste. Genevieve",791,792
"Exile Brewing, Des Moines",792,793
"Short’s Brewing Co., Bellaire",793,794
"Kalamazoo Brewing, Kalamazoo",794,795
"Colorado Belle, Laughlin",795,796
"Erie Brewing, Erie",796,797
"Lompoc Brewing - The 5th Quadrant, Portland",797,798
"(512) Brewing Co., Austin",798,799
"Flying Dog Brewery, Denver",799,800
"Pizza Port, San Clemente",800,801
"Alltech's Lexington Brewing Co., Lexington",801,802
"Wynwood Brewing Co., Miami",802,803
"Commonwealth Brewing, Boston",803,804
"Tap It Brewing Co., San Luis Obispo",804,805
"Spanish Peaks Brewing, King City",805,806
"Tampa Bay Brewing Co., Tampa",806,807
"Karl Strauss Brewing, Costa Mesa",807,808
"Yards Brewing Co., Philadelphia",808,809
"Brewery Rickoli, Wheat Ridge",809,810
"Long Valley Pub, Long Valley",810,811
"The Royal Oak Brewery, Royal Oak",811,812
"O'Fallon Brewery, O'Fallon",812,813
"Piece Brewery, Chicago",813,814
"Bethlehem Brew Works, Bethlehem",814,815
"Iron Hill Brewery, LancasterLancaster",815,816
"BJ's Restaurant & Brewery, Chandler",816,817
"Brewzzi, Boca Raton",817,818
"Opa-Opa Brewing Co., Southampton",818,819
"Mystic Brewery, Chelsea",819,820
"West O Beer, West Okoboji",820,821
"Elliott Bay Brewing, Seattle",821,822
"Bob's House of Brews, Grand Rapids",822,823
"Bottoms Up Brewing, Pinedale",823,824
"Copper Tank Brewing Co., Dallas",824,825
"CB and Potts Restaurant and Brewery, Fort Collins",825,826
"Coastal Empire Beer Co., Savannah",826,827
"Hollister Brewing Co., Goleta",827,828
"Ram Production Brewery, Tacoma",828,829
"Amherst Brewing, Amherst",829,830
"Gordon Biersch Brewery, Rockville",830,831
"Tommyknocker Brewery, Idaho Springs",831,832
"The Civil Life Brewing Co., St. Louis",832,833
"The Stroh Brewery Company, Fogelsville",833,834
"Fitgers Brewhouse, Duluth",834,835
"Spangalang Brewery, Denver",835,836
"Bemidji Brewing Co., Bemidji",836,837
"Three Floyds Brewing Co., Munster",837,838
"Capital Brewery, Middleton",838,839
"New Planet Beer Co., Boulder",839,840
"James Page Brewing, Minneapolis",840,841
"Headlands Brewing Co., Mill Valley",841,842
"C.B. Potts Restaurant & Brewery (Fort Collins), Fort Collins",842,843
"Mispillion River Brewing, Milford",843,844
"Capitol City Brewing, Washington",844,845
"August Schell Brewing, New Ulm",845,846
"Hamm's Brewing Company, Milwaukee",846,847
"Schooner’s Grille & Brewery, Antioch",847,848
"Silver Moon Brewing, Bend",848,849
"Il Vicino Brewing, Colorado Springs",849,850
"John Harvard's Brew House, Framingham",850,851
"Indeed Brewing Co., Minneapolis",851,852
"J.J. Bitting Brewing Co., Woodbridge",852,853
"Blackstone Brewing, Nashville",853,854
"Blind Tiger Brewery, Topeka",854,855
"EarthBread + Brewery, Philadelphia",855,856
"The Great Dane Pub, Madison",856,857
"Rock Bottom, Broomfield",857,858
"New Mexico Brewers Guild, Santa Fe",858,859
"Stuft Pizza & Brewing Co., San Diego",859,860
"Blue Mountain Barrel House, Afton",860,861
"Rockyard American Grill & Brewing Co., Castle Rock",861,862
"Leinenkugel Brewing, Phoenix",862,863
"Iron Hill Brewery, Media",863,864
"Vino's Pizza Pub, Little Rock",864,865
"DC Brau Brewing Co., Washington",865,866
"Broken Compass Brewing, Breckenridge",866,867
"Figueroa Mountain Brewing, Santa Barbara",867,868
"H.C. Berger Brewing, Fort Collins",868,869
"Bottle Logic Brewing, Anaheim",869,870
"Equinox Brewing, Fort Collins",870,871
"Dornbusch Brewing Co., Ipswich",871,872
"Four Seasons Brewing Co., Latrobe",872,873
"Voodoo Brewery, Meadville",873,874
"Frederick Brewing Company, Frederick",874,875
"Pabst Brewing, Fogelsville",875,876
"Brew Moon, Needham",876,877
"Fredericksburg Brewing, Fredericksburg",877,878
"Sacramento Brewing Co., Sacramento",878,879
"Marin Brewing, Larkspur",879,880
"John Harvard's Brew House, Boston",880,881
"T-Bonz Homegrown Ales, Myrtle Beach",881,882
"RAM Restaurant, Indianapolis",882,883
"Red Star Brewery, Greensburg",883,884
"Cambridge Brewing, Torrington",884,885
"Coast Brewing, Biloxi",885,886
"Logboat Brewing Co., Columbia",886,887
"Troegs Brewery, Harrisburg",887,888
"LaConner Brewing Co., LaConner",888,889
"Lumberyard Brewing Co., Flagstaff",889,890
"Rainier Brewing, San Antonio",890,891
"AleSmith Brewing, San Diego",891,892
"Jolly Pumpkin Artisan Ales, Dexter",892,893
"Rock Bottom, Bethseda",893,894
"Echo Brewing Co., Frederick",894,895
"Wasatch Brewery, Park City",895,896
"Thunder Canyon Brewery, Tucson",896,897
"Thirsty Dog Brewing, Akron",897,898
"Carver Brewing, Durango",898,899
"Bent River Brewing Co., Moline",899,900
"Tröegs Brewing Co., Harrisburg",900,901
"Great Divide Brewing, Denver",901,902
"McHale’s Brewhouse, Chattanooga",902,903
"John Harvard's Brew House, Cambridge",903,904
"Speakeasy Ales & Lagers, San Francisco",904,905
"Stoddard's Brewhouse and Eatery, Sunnyvale",905,906
"Trumer Brauerei Berkeley, Berkeley",906,907
"Rock Bottom, Broomfi eld",907,908
"Wagner Brewing Company, Lodi",908,909
"Pelican Brewing Co., Pacifi c City",909,910
"White Bluffs Brewing, Richland",910,911
"Big Bear Brewing Company, Coral Springs",911,912
"Boulder Beer Co., Boulder",912,913
"Iron Hill Brewery, Wilmington",913,914
"Wiley Roots Brewing Co., Greeley",914,915
"Olde Auburn Ale House, Auburn",915,916
"Jailbreak Brewing Co., Laurel",916,917
"Commonwealth Brewing, New York",917,918
"SanTan Brewing Co., Chandler",918,919
"Left Coast Brewing Co., San Clemente",919,920
"Morgan Street Brewery, St. Louis",920,921
"Kannah Creek Brewing Co., Grand Junction",921,922
"Oskar Blues, Lyons",922,923
"Sleeping Lady Brewing Company, Anchorage",923,924
"Big Island Brewhaus, Kamuela",924,925
"Blue Point Brewing Co., Patchogue",925,926
"Steamworks Brewing, Durango",926,927
"BJ's Restaurant & Brewery, Portland",927,928
"Alcatraz Brewing Co., Littleton",928,929
"Mad Anthony Brewing, Fort Wayne",929,930
"Miller Brewing, Golden",930,931
"Reuben's Brews, Seattle",931,932
"Lone Tree Brewing Co., Lone Tree",932,933
"Big River Grille, Chattanooga",933,934
"Auburn Alehouse, Auburn",934,935
"Sycamore Brewing, Charlotte",935,936
"Butte Creek Brewing Co., Chico",936,937
"Pete's Place, Krebs",937,938
"Black Bottle Brewery, Fort Collins",938,939
"Steelhead Brewery, San Francisco",939,940
"Pig’s Eye Brewing Co., Woodbury",940,941
"Barley Brothers Brewery, Lake Havasu City",941,942
"Brew Moon, Braintree",942,943
"Figueroa Mountain Brewing, Arroyo Grande",943,944
"Great Basin Brewing, RenoReno",944,945
"Tabernash Brewing, Longmont",945,946
"Church Brew Works, Pittsburgh",946,947
"IL Vicino Brewing Co., Albuquerque",947,948
"Hardywood Park Craft Brewery, Richmond",948,949
"Beachwood BBQ & Brewing, Long Beach",949,950
"Oggi’s Pizza & Brewing Co., San Clemente",950,951
"Issaquah Brewhouse, Issaquah",951,952
"Silver City Brewery, Silverdale",952,953
"Anheuser-Busch, Saint Louis",953,954
"Paducah Beer Werks, Paducah",954,955
"Alcatraz Brewing Co., Indianapolis",955,956
"The Willoughby Brewing Co., Willoughby",956,957
"Brasserie Saint James, Reno",957,958
"Basil T's Brewery & Italian Grill, Red Bank",958,959
"Widmer Brothers Brewing, Portland",959,960
"The Beer Co., San Diego",960,961
"Barrio Brewing Co., Tucson",961,962
"Raleigh Brewing Co., Raleigh",962,963
"Second Street Brewery, Santa Fe",963,964
"San Diego Brewing Co., San Diego",964,965
"Hub City Brewery, Lubbock",965,966
"Discretion Brewing, Soquel",966,967
"Grimm Brothers Brewhouse, Loveland",967,968
"Capitol City Brewing, Arlington",968,969
"Brew Bus Brewing, Tampa",969,970
"Millstream Brewing, Amana",970,971
"Victory Brewing Co., Downingtown",971,972
"Mankato Brewery, Mankato",972,973
"Atwater Block Brewery, Detroit",973,974
"Station 26 Brewing Co., Denver",974,975
"Sweetwater Brewing, Centreville",975,976
"Aiken Brewing, Aiken",976,977
"Jacob Leinenkugel Brewing, Chippewa Falls",977,978
"Pabst Brewing, San Antonio",978,979
"Firestone Walker, Buellton",979,980
"Big Buck Brewery and Steakhouse, Auburn Hills",980,981
"Carson’s Brewery, Evansville",981,982
"Sound Brewery, Poulsbo",982,983
"Hook & Ladder Brewing Company, Oakland",983,984
"Kansas City Bier Co., Kansas City",984,985
"Pump House Restaurant & Brewery, Longmont",985,986
"Pony Express Brewing, Olathe",986,987
"Motorworks Brewing, Bradenton",987,988
"Water Street Brewery, Milwaukee",988,989
"Comrade Brewing Co., Denver",989,990
"The Cowboy Restaurant & Brewery, Scottsdale",990,991
"Bent Paddle Brewing Co., Duluth",991,992
"Upslope Brewing Co., Boulder",992,993
"Kinetic Brewing Co., Lancaster",993,994
"The Tap Beer Co., Bloomington",994,995
"The Fort Collins Brewery, Fort Collins",995,996
"Titanic Brewing, Coral Gables",996,997
"Heileman Brewing Company, San Antonio",997,998
"Big Sky Brewing Co., Missoula",998,999
"Central Coast Brewing Co., San Luis Obispo",999,1000
"The Powerhouse Brewing Co., Sebastopol",1000,1001
"Drake’s Brewing Co., San Leandro",1001,1002
"John Harvard's Brew House, Braintree",1002,1003
"Saint Arnold Brewing, Houston",1003,1004
"Piney River Brewing Co., Bucyrus",1004,1005
"Blue Mountain Barrel House, Arrington",1005,1006
"Uncle Billy’s Brew & Que, Lake TravisAustin",1006,1007
"Calhoun's Restaurant, Knoxville",1007,1008
"Brasserie Monx Ltd., Seattle",1008,1009
"Great Lakes Brewing, Cleveland",1009,1010
"Back Bay Brewing Company, Boston",1010,1011
"Green Flash Brewing Co., San Diego",1011,1012
"Crabtree Brewing Co., Greeley",1012,1013
"Sly Fox Brewhouse, Royersford",1013,1014
"Mystery Brewing Co., Hillsborough",1014,1015
"Rocky River Brewing, Sevierville",1015,1016
"Local Color Brewing Company, Novi",1016,1017
"Craft Brew Alliance - Kona Brewery, Kailua Kona",1017,1018
"Alltech’s Lexington Brewing Co., Lexington",1018,1019
"Hyde Park Brewing Co., Hyde Park",1019,1020
"Laughing Dog Brewing, Ponderay",1020,1021
"Susquehanna Brewing Co., Pittston",1021,1022
"McKenzie Brew House, Glen Mills",1022,1023
"FATE Brewing Co., Boulder",1023,1024
"Pisgah Brewing Co., Black Mountain",1024,1025
"Surly Brewing Co., Brooklyn Center",1025,1026
"Pyramid Breweries, Seattle",1026,1027
"Sudwerk Privatbrauerei Hübsch, Davis",1027,1028
"Stevens Point Brewery, Stevens Point",1028,1029
"Carolina Brewery, Pittsboro",1029,1030
"Harpoon Brewery, Boston",1030,1031
"Liberty Street Brewing Company, Akron",1031,1032
"P.H. Woods Restaurant, Moreno Valley",1032,1033
"Cannonball Creek Brewing Co., Golden",1033,1034
"Gordon Biersch Brewery, San Jose",1034,1035
"Three Needs, Burlington",1035,1036
"Chuckanut Brewery, Bellingham",1036,1037
"Sprecher Brewing, Glendale",1037,1038
"Lager Heads Brewing Co., Medina",1038,1039
"Rock Bottom, Scottsdale",1039,1040
"Upland Brewing, Bloomington",1040,1041
"Rip Current Brewery, San Marcos",1041,1042
"The Spoetzl Brewery, Shiner",1042,1043
"Three Brothers Brewing, Harrisonburg",1043,1044
"Ska Brewing, Durango",1044,1045
"Creature Comforts Brewing Co., Athens",1045,1046
"Empire Brewing Company of Rochester, Rochester",1046,1047
"Barley Island Brewing Co., Noblesville",1047,1048
"Rubicon Brewing Co., Sacramento",1048,1049
"Boston Beer Co., Boston",1049,1050
"CB & Potts Restaurant & Brewery, Broomfield",1050,1051
"Market Garden Brewery, Cleveland",1051,1052
"LowDown Brewery + Kitchen, Denver",1052,1053
"Coronado Brewing Company Brewpub, Coronado",1053,1054
"Triumph Brewing, Philadelphia",1054,1055
"Madison River Brewing Co., Belgrade",1055,1056
"LoneRider Brewing Co., Raleigh",1056,1057
"Anheuser-Busch, St. Louis",1057,1058
"Big Horn Brewing, Dallas",1058,1059
"The Unlikely Cowboy Restaurant & Brewery, Scottsdale",1059,1060
"Colorado Boy Pub & Brewery, Ridgway",1060,1061
"Redfish New Orleans Brewhouse, Boulder",1061,1062
"DuClaw Brewing Co., Rosedale",1062,1063
"Nexus Brewery, Albuquerque",1063,1064
"Narragansett Brewing Co., Providence",1064,1065
"Lion Bridge Brewing Co., Cedar Rapids",1065,1066
"Titletown Brewing Co., Green Bay",1066,1067
"No-Li Brewhouse, Spokane",1067,1068
"Block 15, Corvallis",1068,1069
"Moosejaw Pizza and Brewing, Wisconsin Dells",1069,1070
"Miller Brewing, Milwaukee",1070,1071
"Cottonwood Brewery, Boone",1071,1072
"Avery Brewing, Boulder",1072,1073
"Emmett’s Brewing Co., West Dundee",1073,1074
"Draught Works, Missoula",1074,1075
"CJ's Brewery & Grill, La Jolla",1075,1076
"Captain Lawrence Brewing, Elmsford",1076,1077
"Ham’s Restaurant & Brewhouse, Greenville",1077,1078
"Harmon Restaurant & Brewery, Tacoma",1078,1079
"choc Beer Co., Krebs",1079,1080
"Thirsty Planet Brewing, Austin",1080,1081
"Big Horn Brewing, Wheeling",1081,1082
"Arcadia Brewing Co., Battle Creek",1082,1083
"Oakshire Brewing, Eugene",1083,1084
"Springfi eld Brewing Co., Springfi eld",1084,1085
"Rock Bottom, King of Prussia",1085,1086
"Lost Rhino Brewing Co., Ashburn",1086,1087
"Augusta Brewing Co., Washington",1087,1088
"Choc Beer Co., Krebs",1088,1089
"BJ's Restaurant & Brewery, Temple",1089,1090
"Bitter Creek Brewing, Rock Springs",1090,1091
"Harmon Pub & Brewery, Tacoma",1091,1092
"Main Street Brewery Lamppost Pizza, Corona",1092,1093
"Red Lodge Ales, Red Lodge",1093,1094
"Rock Bottom, Portland",1094,1095
"Stoudts Brewing Co., Adamstown",1095,1096
"Mad Anthony Brewing, Ft. Wayne",1096,1097
"Backcountry Brewery, Frisco",1097,1098
"McKenzie Brew House, Malvern",1098,1099
"Trout Brook Brewing Company, Hartford",1099,1100
"Yak and Yeti Brewpub, Arvada",1100,1101
"Redhook Brewery, Woodinville",1101,1102
"Pizza Port, Carlsbad",1102,1103
"Bill's Tavern & Brewhouse, Cannon Beach",1103,1104
"West Brothers Brewery, Eugene",1104,1105
"Triple C Brewing, Charlotte",1105,1106
"Boscos Brewing, Little Rock",1106,1107
"SLO Brewing, Paso Robles",1107,1108
"Dry Dock Brewing, South Dock",1108,1109
"The Brooklyn Brewery, Brooklyn",1109,1110
"Kuhnhenn Brewing Co., Warren",1110,1111
"Elysian Brewery, Seattle",1111,1112
"Ninkasi Brewing Co., Eugene",1112,1113
"Pig's Eye Brewing Co., St. Paul",1113,1114
"Bootlegger’s Brewery, Fullerton",1114,1115
"Cleveland ChopHouse and Brewery, Cleveland",1115,1116
"Campbell Brewing Co., Campbell",1116,1117
"Henry Weinhard's Brewing, Milwaukee",1117,1118
"Buckhead Brewery & Grill, Stockbridge",1118,1119
"Aspen Brewing Co., Aspen",1119,1120
"Crooked Stave Artisan Beer Project, Denver",1120,1121
"Sandlot Brewery, Denver",1121,1122
"7th Settlement Brewery, Dover",1122,1123
"Thomas Creek Brewery, Greenville",1123,1124
"Namaste Brewing at the Whip In, Austin",1124,1125
"Hops Restaurant Bar and Brewery, Tampa",1125,1126
"West Bros Brewery, Eugene",1126,1127
"Great Dane Pub, Madison",1127,1128
"Crossroads Brewing Co., Athens",1128,1129
"FireHouse Grill & Brewery, Sunnyvale",1129,1130
"Cedar Creek Brewery, Seven Points",1130,1131
"Schooner's Grille & Brewery, Antioch",1131,1132
"Rock Bottom, Orland Park",1132,1133
"BrickStone Brewery, Bourbonnais",1133,1134
"Jack’s Abby Brewing, Framingham",1134,1135
"Main Street Station 777 Brewpub, Las Vegas",1135,1136
"Wicked Weed Brewing, Candler",1136,1137
"Black Market Brewing Co., Temecula",1137,1138
"Big Horn Brewing, Westminster",1138,1139
"Smuggler's Brewpub, Telluride",1139,1140
"Lavery Brewing Co., Erie",1140,1141
"Vintage Brewing Co., Madison",1141,1142
